	t	year	month	day hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
    3040    2007       5       7      15    15.9    36.0     6.3   160.0   535.3   220.4   515.0    0.00
    3041    2007       5       7      16    15.1    38.0     5.7   140.0   335.3   201.5   257.6    0.00
    3042    2007       5       7      17    14.4    40.0     5.0   140.0   145.3   126.6    45.8    0.00
    3043    2007       5       7      18    12.9    50.7     5.3   140.0   172.2   147.0    87.7    0.00
    3044    2007       5       7      19    11.4    61.3     5.7   190.0    93.1    81.2    72.6    0.00
    3045    2007       5       7      20     9.9    72.0     6.0   190.0    17.2    17.2     0.0    0.00
    3046    2007       5       7      21     9.0    78.0     5.3   190.0     1.7     1.7     0.0    0.00
    3047    2007       5       7      22     8.0    84.0     4.7   240.0     0.0     0.0     0.0    0.00
    3048    2007       5       7      23     7.1    90.0     4.0   240.0     0.0     0.0     0.0    0.30
    3049    2007       5       7       0     6.5    91.7     4.3   240.0     0.0     0.0     0.0    0.00
    3050    2007       5       7       1     5.8    93.3     4.7   210.0     0.0     0.0     0.0    0.00
    3051    2007       5       8       2     5.2    95.0     5.0   210.0     0.0     0.0     0.0    0.00
    3052    2007       5       8       3     5.2    95.7     4.3   210.0     0.0     0.0     0.0    0.00
    3053    2007       5       8       4     5.3    96.3     3.7   190.0     0.0     0.0     0.0    0.00
    3054    2007       5       8       5     5.3    97.0     3.0   190.0     7.8     7.8     0.1    0.00
    3055    2007       5       8       6     5.7    96.7     3.3   190.0    27.2    25.5     7.8    0.00
    3056    2007       5       8       7     6.0    96.3     3.7   200.0    56.4    53.1     9.7    0.00
    3057    2007       5       8       8     6.4    96.0     4.0   200.0    65.6    61.8     8.2    0.00
    3058    2007       5       8       9     6.7    94.3     4.3   200.0   115.8   108.3    13.3    0.00
    3059    2007       5       8      10     6.9    92.7     4.7   200.0    93.1    87.1     9.3    0.00
    3060    2007       5       8      11     7.2    91.0     5.0   200.0   116.4   109.1    10.4    0.00
    3061    2007       5       8      12     7.5    89.7     4.3   200.0   144.2   134.8    12.9    0.00
    3062    2007       5       8      13     7.9    88.3     3.7   210.0   217.5   203.5    19.4    0.00
    3063    2007       5       8      14     8.2    87.0     3.0   210.0   155.0   144.6    15.2    0.00
    3064    2007       5       8      15     8.7    82.0     2.3   210.0   175.8   165.4    16.9    0.00
    3065    2007       5       8      16     9.2    77.0     1.7   200.0   134.7   126.1    16.5    0.00
    3066    2007       5       8      17     9.7    72.0     1.0   200.0   334.7   220.2   278.2    0.00
    3067    2007       5       8      18     9.0    75.7     2.7   200.0   249.7   153.6   330.5    0.00
    3068    2007       5       8      19     8.4    79.3     4.3   160.0   183.6   115.9   401.8    0.00
    3069    2007       5       8      20     7.7    83.0     6.0   160.0    84.7    84.7     0.0    0.00
    3070    2007       5       8      21     6.7    86.7     4.3   160.0    11.4    11.4     0.0    0.00
    3071    2007       5       8      22     5.8    90.3     2.7   180.0     0.0     0.0     0.0    0.00
    3072    2007       5       8      23     4.8    94.0     1.0   180.0     0.0     0.0     0.0    0.00
    3073    2007       5       8       0     4.3    95.3     0.7   180.0     0.0     0.0     0.0    0.00
    3074    2007       5       8       1     3.7    96.7     0.3   180.0     0.0     0.0     0.0    0.00
    3075    2007       5       9       2     3.2    98.0     0.0     0.0     0.0     0.0     0.0    0.00
    3076    2007       5       9       3     2.4    98.3     0.0     0.0     0.0     0.0     0.0    0.00
    3077    2007       5       9       4     1.6    98.7     0.0     0.0     0.0     0.0     0.0    0.00
    3078    2007       5       9       5     0.8    99.0     0.0     0.0     8.9     8.2     7.1    0.00
    3079    2007       5       9       6     1.8    99.0     0.3   290.0    58.1    54.3    17.2    0.00
    3080    2007       5       9       7     2.7    99.0     0.7   290.0   106.9    99.9    20.0    0.00
    3081    2007       5       9       8     3.7    99.0     1.0   290.0   179.4   166.6    27.7    0.00
    3082    2007       5       9       9     5.7    90.7     1.7   290.0   272.2   247.0    44.4    0.00
    3083    2007       5       9      10     7.8    82.3     2.3   220.0   518.1   305.8   326.2    0.00
    3084    2007       5       9      11     9.8    74.0     3.0   220.0   713.3   152.3   794.8    0.00
    3085    2007       5       9      12    11.3    67.3     4.0   220.0   610.8   283.3   447.8    0.00
    3086    2007       5       9      13    12.8    60.7     5.0   250.0   620.0   260.2   496.9    0.00
    3087    2007       5       9      14    14.3    54.0     6.0   250.0   682.2   193.4   712.8    0.00
    3088    2007       5       9      15    13.2    61.7     5.0   250.0   497.8   233.0   428.2    0.00
    3089    2007       5       9      16    12.0    69.3     4.0    80.0   215.6   108.1   204.5    0.00
    3090    2007       5       9      17    10.9    77.0     3.0    80.0    91.1    83.0    19.5    0.21
    3091    2007       5       9      18    10.8    74.3     3.7    80.0    95.6    87.8    26.3    0.00
    3092    2007       5       9      19    10.8    71.7     4.3   280.0   129.4    86.6   249.1    1.03
    3093    2007       5       9      20    10.7    69.0     5.0   280.0    45.3    45.3     0.0    0.07
    3094    2007       5       9      21     9.8    71.7     5.3   280.0     9.4     9.4     0.0    0.00
    3095    2007       5       9      22     8.8    74.3     5.7   290.0     0.0     0.0     0.0    0.00
    3096    2007       5       9      23     7.9    77.0     6.0   290.0     0.0     0.0     0.0    0.00
    3097    2007       5       9       0     6.9    80.3     6.0   290.0     0.0     0.0     0.0    0.00
    3098    2007       5       9       1     5.8    83.7     6.0   290.0     0.0     0.0     0.0    0.00
    3099    2007       5      10       2     4.8    87.0     6.0   290.0     0.0     0.0     0.0    0.00
    3100    2007       5      10       3     4.5    87.0     6.3   290.0     0.0     0.0     0.0    0.00
    3101    2007       5      10       4     4.1    87.0     6.7   280.0     0.3     0.3     0.0    0.00
    3102    2007       5      10       5     3.8    87.0     7.0   280.0    28.3    14.8   127.0    0.00
    3103    2007       5      10       6     5.3    77.7     7.7   280.0   131.9    35.4   425.9    0.00
    3104    2007       5      10       7     6.7    68.3     8.3   290.0   262.2    48.9   609.0    0.00
    3105    2007       5      10       8     8.2    59.0     9.0   290.0   403.1    57.6   738.3    0.00
    3106    2007       5      10       9     9.5    50.7     9.7   290.0   538.1    63.7   831.3    0.00
    3107    2007       5      10      10    10.7    42.3    10.3   300.0   653.9    72.6   889.6    0.00
    3108    2007       5      10      11    12.0    34.0    11.0   300.0   723.3    89.7   893.0    0.00
    3109    2007       5      10      12    12.6    31.7    10.3   300.0   758.6    86.8   914.1    0.00
    3110    2007       5      10      13    13.1    29.3     9.7   300.0   745.6    96.0   892.6    0.00
    3111    2007       5      10      14    13.7    27.0     9.0   300.0   566.7   206.4   522.4    0.00
    3112    2007       5      10      15    13.4    25.7     8.7   300.0   721.9   181.9   869.4    0.00
    3113    2007       5      10      16    13.1    24.3     8.3   290.0   384.2   131.9   476.0    0.00
    3114    2007       5      10      17    12.8    23.0     8.0   290.0   361.1   104.3   612.3    0.00
    3115    2007       5      10      18    12.4    24.7     7.0   290.0   231.4   103.2   428.6    0.00
    3116    2007       5      10      19    12.0    26.3     6.0   270.0   190.3    63.5   722.9    0.00
    3117    2007       5      10      20    11.6    28.0     5.0   270.0    84.7    84.7     0.0    0.00
    3118    2007       5      10      21     9.5    36.0     4.0   270.0    11.4    11.4     0.0    0.00
    3119    2007       5      10      22     7.5    44.0     3.0   240.0     0.0     0.0     0.0    0.00
    3120    2007       5      10      23     5.4    52.0     2.0   240.0     0.0     0.0     0.0    0.00
    3121    2007       5      10       0     4.1    58.7     1.3   240.0     0.0     0.0     0.0    0.00
    3122    2007       5      10       1     2.7    65.3     0.7   240.0     0.0     0.0     0.0    0.00
    3123    2007       5      11       2     1.4    72.0     0.0     0.0     0.0     0.0     0.0    0.00
    3124    2007       5      11       3     1.2    72.7     0.0     0.0     0.0     0.0     0.0    0.00
    3125    2007       5      11       4     0.9    73.3     0.0     0.0     0.8     0.8     0.0    0.00
    3126    2007       5      11       5     0.7    74.0     0.0     0.0    31.9    17.0   135.8    0.00
    3127    2007       5      11       6     3.2    62.3     0.7    80.0   122.5    57.6   282.2    0.00
    3128    2007       5      11       7     5.7    50.7     1.3    80.0   187.2   126.7   171.2    0.00
    3129    2007       5      11       8     8.2    39.0     2.0    80.0   298.6   146.9   322.0    0.00
    3130    2007       5      11       9     9.3    36.7     2.7    80.0   397.2   214.7   317.4    0.00
    3131    2007       5      11      10    10.4    34.3     3.3   160.0   571.7   269.6   459.6    0.00
    3132    2007       5      11      11    11.5    32.0     4.0   160.0   640.6   234.3   570.6    0.00
    3133    2007       5      11      12    11.7    36.3     4.7   160.0   614.7   320.8   398.7    0.00
    3134    2007       5      11      13    12.0    40.7     5.3   180.0   624.7   306.7   434.8    0.00
    3135    2007       5      11      14    12.2    45.0     6.0   180.0   688.1   243.2   642.8    0.00
    3136    2007       5      11      15    11.7    44.3     5.7   180.0   685.8   112.7   916.7    0.00
    3137    2007       5      11      16    11.3    43.7     5.3   200.0   584.7   120.6   871.0    0.00
    3138    2007       5      11      17    10.8    43.0     5.0   200.0   278.3   189.8   209.3    0.00
    3139    2007       5      11      18    10.3    45.0     4.0   200.0   340.3    74.7   878.5    0.00
    3140    2007       5      11      19     9.7    47.0     3.0   210.0   181.9    55.6   706.5    0.00
    3141    2007       5      11      20     9.2    49.0     2.0   210.0    37.5    37.5     0.0    0.00
    3142    2007       5      11      21     7.9    58.7     1.3   210.0     8.6     8.6     0.0    0.00
    3143    2007       5      11      22     6.6    68.3     0.7   210.0     0.0     0.0     0.0    0.00
    3144    2007       5      11      23     5.3    78.0     0.0     0.0     0.0     0.0     0.0    0.00
    3145    2007       5      11       0     4.4    80.7     0.0     0.0     0.0     0.0     0.0    0.00
    3146    2007       5      11       1     3.4    83.3     0.0     0.0     0.0     0.0     0.0    0.00
    3147    2007       5      12       2     2.5    86.0     0.0     0.0     0.0     0.0     0.0    0.00
    3148    2007       5      12       3     2.2    88.0     0.0     0.0     0.0     0.0     0.0    0.00
    3149    2007       5      12       4     1.9    90.0     0.0     0.0     0.3     0.3     0.0    0.00
    3150    2007       5      12       5     1.6    92.0     0.0     0.0    34.4    15.1   167.9    0.00
    3151    2007       5      12       6     3.9    81.0     0.7   350.0   131.9    36.4   406.3    0.00
    3152    2007       5      12       7     6.3    70.0     1.3   350.0   260.8    50.9   588.5    0.00
    3153    2007       5      12       8     8.6    59.0     2.0   350.0   398.3    60.5   712.4    0.00
    3154    2007       5      12       9    10.2    51.7     2.0   350.0   527.8    67.3   796.9    0.00
    3155    2007       5      12      10    11.9    44.3     2.0   300.0   635.0    71.2   854.2    0.00
    3156    2007       5      12      11    13.5    37.0     2.0   300.0   716.7    73.8   898.2    0.00
    3157    2007       5      12      12    13.8    36.3     2.3   300.0   767.5   102.4   897.8    0.00
    3158    2007       5      12      13    14.1    35.7     2.7   260.0   651.7   147.9   686.7    0.00
    3159    2007       5      12      14    14.4    35.0     3.0   260.0   500.8   205.5   424.4    0.00
